titulo,url,categoria,fecha
Identificados los presuntos asesinos de dos hermanos de Fuente el Saz acribillados en Casarrubios,https://www.telemadrid.es/noticias/madrid/Identificados-los-presuntos-asesinos-de-dos-hermanos-de-Fuente-el-Saz-acribillados-en-Casarrubios-0-2633136663--20240113114521.html,noticias,2024/01/13
La nieve llena la sierra de madrileños,https://www.telemadrid.es/noticias/madrid/La-nieve-llena-la-sierra-de-madrilenos-0-2633136661--20240113083150.html,noticias,2024/01/13
Me gustas a 5 euros la nueva estafa que circula por WhatsApp,https://www.telemadrid.es/programas/120-minutos/Me-gustas-a-5-euros-la-nueva-estafa-que-circula-por-WhatsApp-2-2632856700--20240112020653.html,programas,2024/01/12
Así será la borrasca Hipólito a su paso por España este fin de semana,https://www.telemadrid.es/noticias/sociedad/Asi-sera-la-borrasca-Hipolito-a-su-paso-por-Espana-este-fin-de-semana-0-2632836763--20240112064955.html,noticias,2024/01/12
Descifran el enigma del origen de la esclerosis múltiple,https://www.telemadrid.es/salud/Descifran-el-enigma-del-origen-de-la-esclerosis-multiple-0-2632536789--20240111073811.html,salud,2024/01/11
Exposición de Funkos en Pozuelo de Alarcón,https://www.telemadrid.es/programas/madrid-directo/Exposicion-de-Funkos-en-Pozuelo-de-Alarcon-con-mas-de-3000-figuras-2-2632556774--20240111090417.html,programas,2024/01/11
¿Dónde encontramos el mejor chorizo del mundo?... Una pista está en Madrid,https://www.telemadrid.es/programas/disfruta-madrid/Donde-encontramos-el-mejor-chorizo-del-mundo-En-Colmenar-Viejo-2-2632556772--20240111090526.html,programas,2024/01/11
Fin de semana para conocer a la Tía Javiera la de las rosquillas en Fuenlabrada,/ocio-y-planes-por-madrid/Fin-de-semana-para-conocer-a-la-Tia-Javiera-la-de-las-rosquillas-en-Fuenlabrada-0-2632836743--20240112080000.html,ocio-y-planes-por-madrid,2024/01/12
Fuenlabrada retoma este domingo sus rutas teatralizadas por el casco histórico,/noticias/madrid/Fuenlabrada-retoma-este-domingo-sus-rutas-teatralizadas-por-el-casco-historico-0-2632836772--20240112084826.html,noticias,2024/01/12
Jorge Blass Nuria Espert y el Ballet Nacional de España entre las propuestas del MIRA de Pozuelo de Alarcón,/noticias/madrid/Jorge-Blass-Nuria-Espert-y-el-Ballet-Nacional-de-Espana-entre-las-propuestas-del-MIRA-de-Pozuelo-de-Alarcon-0-2632536778--20240111055841.html,noticias,2024/01/11
Nueva invasión de zombies en Ciempozuelos el 20 de enero,/noticias/madrid/Nueva-invasion-de-zombies-en-Ciempozuelos-el-20-de-enero-0-2632536771--20240111035758.html,noticias,2024/01/11
Las películas candidatas a los Goya en ALCINE de Alcalá,/noticias/madrid/Las-peliculas-candidatas-a-los-Goya-en-ALCINE-de-Alcala-0-2632536767--20240111021954.html,noticias,2024/01/11
7 lugares para disfrutar de la nieve en Madrid,/noticias/madrid/7-lugares-para-disfrutar-de-la-nieve-en-la-Comunidad-de-Madrid-0-2632236785--20240110010956.html,noticias,2024/01/10
Beatbox petanca fotografía y mucho más en el enero cultural de Parla,/noticias/madrid/Beatbox-petanca-fotografia-y-mucho-mas-en-el-enero-cultural-de-Parla-0-2632236780--20240110014635.html,noticias,2024/01/10
Los jueves en Móstoles se pasan en familia,/noticias/madrid/Los-jueves-en-Mostoles-se-pasan-en-familia-0-2632236777--20240110012501.html,noticias,2024/01/10
‘Inverfest’ llega a Fuenlabrada con Nena Daconte Emilio Gutiérrez Caba Siloé y Johnny Garso,/noticias/madrid/Inverfest-llega-a-Fuenlabrada-con-Nena-Daconte-Emilio-Gutierrez-Caba-Siloe-y-Johnny-Garso-0-2632236775--20240110010320.html,noticias,2024/01/10
El grupo Stella Maris actuará el próximo 15 de enero en el Teatro Calderón,/ocio-y-planes-por-madrid/El-grupo-Stella-Maris-actuara-el-proximo-15-de-enero-en-el-Teatro-Calderon-0-2631636815--20240108083101.html,ocio-y-planes-por-madrid,2024/01/08
Malinche celebra su primer concierto sinfónico en Ifema,/programas/telenoticias-fin-de-semana/Malinche-celebra-su-primer-concierto-sinfonico-en-Ifema-2-2631356852--20240107033957.html,programas,2024/01/07
Estrella Morente protagoniza el tradicional concierto de Reyes en el Teatro Real,/programas/telenoticias-1/Estrella-Morente-protagoniza-el-tradicional-concierto-de-Reyes-en-el-Teatro-Real-2-2630756920--20240105040607.html,programas,2024/01/05
Eva Nogales: colmenareña de padre pastor  madre bordadora y candidata al Nobel,/programas/disfruta-madrid/Eva-Nogales-colmenarena-de-padre-pastor-madre-bordadora-y-candidata-al-Nobel-2-2632856739--20240112103050.html,programas,2024/01/12
